Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2001","2001","t","6800","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2002","2002","t","6000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2003","2003","t","6300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2004","2004","t","6900","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2005","2005","t","7200","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2006","2006","t","7680","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2007","2007","t","7500","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2008","2008","t","8000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2009","2009","t","10871","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2010","2010","t","12528","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2011","2011","t","14400","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2012","2012","t","16970","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2013","2013","t","18920","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2014","2014","t","17730","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2015","2015","t","20146.97","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2016","2016","t","19261","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2017","2017","t","19168.62","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2018","2018","t","19210","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2019","2019","t","19681","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2020","2020","t","20471","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2021","2021","t","22049.9","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2022","2022","t","24357","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1961","1961","t","7000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1962","1962","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1963","1963","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1964","1964","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1965","1965","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1966","1966","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1967","1967","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1968","1968","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1969","1969","t","6500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1970","1970","t","7000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1971","1971","t","7000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1972","1972","t","7500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1973","1973","t","7500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1974","1974","t","7500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1975","1975","t","7500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1976","1976","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1977","1977","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1978","1978","t","8500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1979","1979","t","8500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1980","1980","t","7700","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1981","1981","t","8700","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1982","1982","t","8100","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1983","1983","t","7700","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1984","1984","t","7100","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1985","1985","t","7300","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1986","1986","t","11400","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1987","1987","t","9100","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1988","1988","t","9000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1989","1989","t","11300","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1990","1990","t","11500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1991","1991","t","7500","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1992","1992","t","6400","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1993","1993","t","8700","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1994","1994","t","9000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1995","1995","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1996","1996","t","8230.57","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1997","1997","t","8518.06","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1998","1998","t","8755.79","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","1999","1999","t","8300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2000","2000","t","8300","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2001","2001","t","10370.15","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2002","2002","t","13200","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2003","2003","t","15400","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2004","2004","t","12000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2005","2005","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2006","2006","t","13600","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2007","2007","t","13000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2008","2008","t","13702.69","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2009","2009","t","14227.73","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2010","2010","t","15000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2011","2011","t","17000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2012","2012","t","17000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2013","2013","t","17000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2014","2014","t","17000","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2015","2015","t","17494.8","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2016","2016","t","17164.93","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2017","2017","t","17821.36","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2018","2018","t","17493.7","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2019","2019","t","17493.33","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2020","2020","t","17602.8","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2021","2021","t","17529.94","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2022","2022","t","17542.02","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1961","1961","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1962","1962","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1963","1963","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1964","1964","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1965","1965","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1966","1966","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1967","1967","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1969","1969","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1973","1973","t","300","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1974","1974","t","600","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1975","1975","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1976","1976","t","1500","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1977","1977","t","1925","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1978","1978","t","1506","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1979","1979","t","1450","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1980","1980","t","2170","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1981","1981","t","2508","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1982","1982","t","1601","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1983","1983","t","3012","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1984","1984","t","2623","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1985","1985","t","3051","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1986","1986","t","5472","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1987","1987","t","3733","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1988","1988","t","3720","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1989","1989","t","4459","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1990","1990","t","2684","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1991","1991","t","3095","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1992","1992","t","4066","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1993","1993","t","5056","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1994","1994","t","3012","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1995","1995","t","5296","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1996","1996","t","3211","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1997","1997","t","3345","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1998","1998","t","2596","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","1999","1999","t","3875","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2000","2000","t","4168","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2001","2001","t","3000","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2002","2002","t","4376","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2003","2003","t","2565","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2004","2004","t","3156","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2005","2005","t","3081","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2006","2006","t","5003","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2007","2007","t","1681","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2008","2008","t","4553","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2009","2009","t","5839","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2010","2010","t","5073","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2011","2011","t","7243","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2012","2012","t","7930.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2013","2013","t","5983","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2014","2014","t","8700","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2015","2015","t","8949","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2016","2016","t","6903","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2017","2017","t","9193","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2018","2018","t","8818","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2019","2019","t","11237","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2020","2020","t","11207","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2021","2021","t","11178","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2022","2022","t","11158.61","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1961","1961","t","2600","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1962","1962","t","2300","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1963","1963","t","2350","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1964","1964","t","1870","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1965","1965","t","2170","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1966","1966","t","1760","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1967","1967","t","1800","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1968","1968","t","1860","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1969","1969","t","1370","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1970","1970","t","1900","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1971","1971","t","1860","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1972","1972","t","2800","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1973","1973","t","990","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1974","1974","t","2660","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1975","1975","t","3030","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1976","1976","t","2070","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1977","1977","t","2400","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1978","1978","t","2300","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1979","1979","t","2700","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1980","1980","t","3000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1981","1981","t","2700","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1982","1982","t","1400","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1983","1983","t","5000","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1984","1984","t","5750","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1985","1985","t","6700","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1986","1986","t","3100","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1987","1987","t","2300","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1988","1988","t","5200","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1989","1989","t","5800","A","Official figure",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1990","1990","t","5500","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1991","1991","t","5600","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1992","1992","t","5700","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1993","1993","t","5800","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1994","1994","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1995","1995","t","6061.36","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1996","1996","t","6162.05","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1997","1997","t","6263.96","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1998","1998","t","6500","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","1999","1999","t","6446.01","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2000","2000","t","6504.71","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2001","2001","t","6560.65","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2002","2002","t","6800","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2003","2003","t","6668.14","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2004","2004","t","6700","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2005","2005","t","6731.4","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2006","2006","t","6750","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2007","2007","t","6800","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2008","2008","t","6894.17","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2009","2009","t","6992.55","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2010","2010","t","7575.97","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2011","2011","t","7069.84","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2012","2012","t","6500","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2013","2013","t","6939.63","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5510","Production","01344.02","Cherries","2014","2014","t","7086.9","I","Imputed value",""
